Material Repair Log - 2026-02-22 01:36:17.380796
============================================================

3DKitbashing/cameras_and_sensors_01_assets.blend: found=5, marked=0, skipped=5
kpacks/KB 09 Tube/255_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 09 Tube/257_assets.blend"

kpacks/KB 09 Tube/257_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 09 Tube/258_assets.blend"

kpacks/KB 09 Tube/258_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 09 Tube/267_assets.blend"

kpacks/KB 09 Tube/267_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 09 Tube/268_assets.blend"

kpacks/KB 09 Tube/268_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 09 Tube/284_assets.blend"

kpacks/KB 09 Tube/284_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 09 Tube/288_assets.blend"

kpacks/KB 09 Tube/288_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 09 Tube/343_assets.blend"

kpacks/KB 09 Tube/343_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 09 Tube/345_assets.blend"

kpacks/KB 09 Tube/345_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 09 Tube/376_assets.blend"

kpacks/KB 09 Tube/376_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 09 Tube/379_assets.blend"

kpacks/KB 09 Tube/379_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 09 Tube/381_assets.blend"

kpacks/KB 09 Tube/381_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 09 Tube/390_assets.blend"

kpacks/KB 09 Tube/390_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 09 Tube/391_assets.blend"

kpacks/KB 09 Tube/391_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 09 Tube/434_assets.blend"

kpacks/KB 09 Tube/434_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 09 Tube/440_assets.blend"

kpacks/KB 09 Tube/440_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 09 Tube/451_assets.blend"

kpacks/KB 09 Tube/451_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 09 Tube/477_assets.blend"

kpacks/KB 09 Tube/477_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 09 Tube/482_assets.blend"

kpacks/KB 09 Tube/482_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 10 Cannister/007_assets.blend"

kpacks/KB 10 Cannister/007_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 10 Cannister/008_assets.blend"

kpacks/KB 10 Cannister/008_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 10 Cannister/073_assets.blend"

kpacks/KB 10 Cannister/073_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 10 Cannister/078_assets.blend"

kpacks/KB 10 Cannister/078_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 10 Cannister/106_assets.blend"

kpacks/KB 10 Cannister/106_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 10 Cannister/202_assets.blend"

kpacks/KB 10 Cannister/202_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 10 Cannister/273_assets.blend"

kpacks/KB 10 Cannister/273_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 10 Cannister/316_assets.blend"

kpacks/KB 10 Cannister/316_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 10 Cannister/320_assets.blend"

kpacks/KB 10 Cannister/320_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 10 Cannister/498_assets.blend"

kpacks/KB 10 Cannister/498_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 11 Connectors/043_assets.blend"

kpacks/KB 11 Connectors/043_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 11 Connectors/051_assets.blend"

kpacks/KB 11 Connectors/051_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 11 Connectors/071_assets.blend"

kpacks/KB 11 Connectors/071_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 11 Connectors/108_assets.blend"

kpacks/KB 11 Connectors/108_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 11 Connectors/109_assets.blend"

kpacks/KB 11 Connectors/109_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 11 Connectors/119_assets.blend"

kpacks/KB 11 Connectors/119_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 11 Connectors/120_assets.blend"

kpacks/KB 11 Connectors/120_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 11 Connectors/124_assets.blend"

kpacks/KB 11 Connectors/124_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 11 Connectors/126_assets.blend"

kpacks/KB 11 Connectors/126_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 11 Connectors/128_assets.blend"

kpacks/KB 11 Connectors/128_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 11 Connectors/130_assets.blend"

kpacks/KB 11 Connectors/130_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 11 Connectors/134_assets.blend"

kpacks/KB 11 Connectors/134_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 11 Connectors/147_assets.blend"

kpacks/KB 11 Connectors/147_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 11 Connectors/172_assets.blend"

kpacks/KB 11 Connectors/172_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 11 Connectors/195_assets.blend"

kpacks/KB 11 Connectors/195_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 11 Connectors/196_assets.blend"

kpacks/KB 11 Connectors/196_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 11 Connectors/222_assets.blend"

kpacks/KB 11 Connectors/222_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 11 Connectors/247_assets.blend"

kpacks/KB 11 Connectors/247_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 11 Connectors/276_assets.blend"

kpacks/KB 11 Connectors/276_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 11 Connectors/331_assets.blend"

kpacks/KB 11 Connectors/331_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 11 Connectors/337_assets.blend"

kpacks/KB 11 Connectors/337_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 11 Connectors/375_assets.blend"

kpacks/KB 11 Connectors/375_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 11 Connectors/380_assets.blend"

kpacks/KB 11 Connectors/380_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 11 Connectors/384_assets.blend"

kpacks/KB 11 Connectors/384_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 11 Connectors/389_assets.blend"

kpacks/KB 11 Connectors/389_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 11 Connectors/394_assets.blend"

kpacks/KB 11 Connectors/394_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 11 Connectors/444_assets.blend"

kpacks/KB 11 Connectors/444_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 11 Connectors/467_assets.blend"

kpacks/KB 11 Connectors/467_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 11 Connectors/474_assets.blend"

kpacks/KB 11 Connectors/474_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 11 Connectors/475_assets.blend"

kpacks/KB 11 Connectors/475_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 11 Connectors/508_assets.blend"

kpacks/KB 11 Connectors/508_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 11 Connectors/512_assets.blend"

kpacks/KB 11 Connectors/512_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 12 Brackets/112_assets.blend"

kpacks/KB 12 Brackets/112_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 12 Brackets/113_assets.blend"

kpacks/KB 12 Brackets/113_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 12 Brackets/114_assets.blend"

kpacks/KB 12 Brackets/114_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 12 Brackets/115_assets.blend"

kpacks/KB 12 Brackets/115_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 12 Brackets/116_assets.blend"

kpacks/KB 12 Brackets/116_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 12 Brackets/117_assets.blend"

kpacks/KB 12 Brackets/117_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 12 Brackets/118_assets.blend"

kpacks/KB 12 Brackets/118_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 12 Brackets/144_assets.blend"

kpacks/KB 12 Brackets/144_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 12 Brackets/154_assets.blend"

kpacks/KB 12 Brackets/154_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 12 Brackets/158_assets.blend"

kpacks/KB 12 Brackets/158_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 12 Brackets/162_assets.blend"

kpacks/KB 12 Brackets/162_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 12 Brackets/177_assets.blend"

kpacks/KB 12 Brackets/177_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 12 Brackets/178_assets.blend"

kpacks/KB 12 Brackets/178_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 12 Brackets/180_assets.blend"

kpacks/KB 12 Brackets/180_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 12 Brackets/181_assets.blend"

kpacks/KB 12 Brackets/181_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 12 Brackets/189_assets.blend"

kpacks/KB 12 Brackets/189_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 12 Brackets/227_assets.blend"

kpacks/KB 12 Brackets/227_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 12 Brackets/228_assets.blend"

kpacks/KB 12 Brackets/228_assets.blend: found=0, marked=0, skipped=0
